nameWithOwner,sshUrl,stargazers.totalCount,releases.totalCount,createdAt
google/tsunami-security-scanner,git@github.com:google/tsunami-security-scanner.git,7636,14,2020-06-03T16:20:00Z
dropwizard/metrics,git@github.com:dropwizard/metrics.git,7618,90,2010-02-26T19:44:42Z
aritraroy/UltimateAndroidReference,git@github.com:aritraroy/UltimateAndroidReference.git,7553,0,2017-04-10T07:28:27Z
kaushikgopal/RxJava-Android-Samples,git@github.com:kaushikgopal/RxJava-Android-Samples.git,7542,0,2014-07-23T05:13:52Z
apache/cassandra,git@github.com:apache/cassandra.git,7493,0,2009-05-21T02:10:09Z
barry-ran/QtScrcpy,git@github.com:barry-ran/QtScrcpy.git,7476,26,2019-06-23T04:12:17Z
languagetool-org/languagetool,git@github.com:languagetool-org/languagetool.git,7464,0,2013-08-08T16:37:22Z
facebook/litho,git@github.com:facebook/litho.git,7422,49,2017-01-27T03:59:11Z
kekingcn/kkFileView,git@github.com:kekingcn/kkFileView.git,7411,10,2017-12-12T11:41:08Z
java-native-access/jna,git@github.com:java-native-access/jna.git,7376,0,2011-04-29T13:30:29Z
davemorrissey/subsampling-scale-image-view,git@github.com:davemorrissey/subsampling-scale-image-view.git,7369,21,2013-08-26T16:45:25Z
debezium/debezium,git@github.com:debezium/debezium.git,7367,0,2016-01-22T20:17:05Z
lecho/hellocharts-android,git@github.com:lecho/hellocharts-android.git,7345,14,2014-10-12T09:12:37Z
alibaba/otter,git@github.com:alibaba/otter.git,7335,10,2013-08-09T09:31:22Z
barteksc/AndroidPdfViewer,git@github.com:barteksc/AndroidPdfViewer.git,7327,0,2016-06-02T20:21:21Z
vipshop/vjtools,git@github.com:vipshop/vjtools.git,7316,9,2018-05-29T09:07:08Z
square/dagger,git@github.com:square/dagger.git,7296,0,2012-08-02T23:25:32Z
gedoor/MyBookshelf,git@github.com:gedoor/MyBookshelf.git,7288,165,2018-06-12T03:48:07Z
koush/AndroidAsync,git@github.com:koush/AndroidAsync.git,7286,0,2012-08-24T07:27:04Z
json-path/JsonPath,git@github.com:json-path/JsonPath.git,7278,8,2011-01-24T13:19:19Z
google/agera,git@github.com:google/agera.git,7268,16,2015-12-17T13:22:58Z
Bearded-Hen/Android-Bootstrap,git@github.com:Bearded-Hen/Android-Bootstrap.git,7262,5,2013-11-01T15:36:17Z
pedant/sweet-alert-dialog,git@github.com:pedant/sweet-alert-dialog.git,7257,2,2014-10-19T09:24:09Z
checkstyle/checkstyle,git@github.com:checkstyle/checkstyle.git,7249,119,2013-08-31T02:05:05Z
seven332/EhViewer,git@github.com:seven332/EhViewer.git,7242,97,2014-05-14T12:03:52Z
cymcsg/UltimateRecyclerView,git@github.com:cymcsg/UltimateRecyclerView.git,7237,9,2015-01-28T02:27:45Z
leolin310148/ShortcutBadger,git@github.com:leolin310148/ShortcutBadger.git,7216,0,2013-11-15T12:51:52Z
crazycodeboy/TakePhoto,git@github.com:crazycodeboy/TakePhoto.git,7199,15,2015-08-04T02:05:32Z
geeeeeeeeek/WeChatLuckyMoney,git@github.com:geeeeeeeeek/WeChatLuckyMoney.git,7152,20,2015-09-30T16:11:20Z
ssssssss-team/spider-flow,git@github.com:ssssssss-team/spider-flow.git,7144,2,2020-03-27T11:07:15Z
JakeWharton/ActionBarSherlock,git@github.com:JakeWharton/ActionBarSherlock.git,7141,32,2011-03-07T17:28:54Z
google/android-classyshark,git@github.com:google/android-classyshark.git,7138,17,2015-10-12T13:40:48Z
SonarSource/sonarqube,git@github.com:SonarSource/sonarqube.git,7117,31,2011-01-05T11:05:17Z
goldze/MVVMHabit,git@github.com:goldze/MVVMHabit.git,7066,3,2017-07-21T10:38:40Z
spring-projects/spring-security,git@github.com:spring-projects/spring-security.git,7065,113,2012-01-10T21:50:57Z
kevin-wayne/algs4,git@github.com:kevin-wayne/algs4.git,7056,0,2015-08-31T09:28:49Z
swagger-api/swagger-core,git@github.com:swagger-api/swagger-core.git,7043,76,2011-07-05T23:44:11Z
apache/shenyu,git@github.com:apache/shenyu.git,7033,7,2018-07-11T08:17:45Z
supertokens/supertokens-core,git@github.com:supertokens/supertokens-core.git,7031,14,2020-01-05T13:30:52Z
Qihoo360/RePlugin,git@github.com:Qihoo360/RePlugin.git,7011,17,2017-06-08T09:39:09Z
dyc87112/SpringCloud-Learning,git@github.com:dyc87112/SpringCloud-Learning.git,7004,0,2016-08-21T03:39:52Z
ogaclejapan/SmartTabLayout,git@github.com:ogaclejapan/SmartTabLayout.git,6994,0,2015-02-14T11:25:51Z
abel533/Mapper,git@github.com:abel533/Mapper.git,6942,2,2014-11-21T11:02:10Z
yuanguangxin/LeetCode,git@github.com:yuanguangxin/LeetCode.git,6869,0,2020-01-11T01:02:02Z
hongyangAndroid/okhttputils,git@github.com:hongyangAndroid/okhttputils.git,6867,0,2015-08-17T14:53:29Z
dataease/dataease,git@github.com:dataease/dataease.git,6805,35,2021-02-02T04:10:21Z
yuliskov/SmartTubeNext,git@github.com:yuliskov/SmartTubeNext.git,6791,76,2020-07-28T12:53:52Z
wildfirechat/im-server,git@github.com:wildfirechat/im-server.git,6785,72,2019-01-23T15:21:28Z
NLPchina/elasticsearch-sql,git@github.com:NLPchina/elasticsearch-sql.git,6748,193,2014-08-24T14:26:31Z
naman14/Timber,git@github.com:naman14/Timber.git,6743,5,2015-06-12T16:43:55Z
DroidPluginTeam/DroidPlugin,git@github.com:DroidPluginTeam/DroidPlugin.git,6739,2,2015-08-27T11:14:57Z
Exrick/xmall,git@github.com:Exrick/xmall.git,6727,0,2017-07-28T01:49:49Z
flyway/flyway,git@github.com:flyway/flyway.git,6696,156,2012-12-14T18:43:22Z
hongyangAndroid/AndroidAutoLayout,git@github.com:hongyangAndroid/AndroidAutoLayout.git,6692,0,2015-11-19T02:09:11Z
YunaiV/ruoyi-vue-pro,git@github.com:YunaiV/ruoyi-vue-pro.git,6682,12,2021-01-24T03:18:25Z
lenve/VBlog,git@github.com:lenve/VBlog.git,6674,0,2017-12-26T11:01:55Z
PaperMC/Paper,git@github.com:PaperMC/Paper.git,6660,1,2016-01-22T05:40:19Z
li-xiaojun/XPopup,git@github.com:li-xiaojun/XPopup.git,6640,196,2018-12-07T06:16:48Z
Angel-ML/angel,git@github.com:Angel-ML/angel.git,6590,19,2017-04-25T05:57:43Z
plantuml/plantuml,git@github.com:plantuml/plantuml.git,6589,14,2010-11-04T15:55:50Z
google/closure-compiler,git@github.com:google/closure-compiler.git,6584,0,2014-04-16T15:30:36Z
gocd/gocd,git@github.com:gocd/gocd.git,6568,72,2013-12-13T05:26:16Z
yanzhenjie/AndPermission,git@github.com:yanzhenjie/AndPermission.git,6567,0,2016-09-11T05:17:34Z
YunaiV/yudao-cloud,git@github.com:YunaiV/yudao-cloud.git,6567,0,2019-05-02T16:06:49Z
TechEmpower/FrameworkBenchmarks,git@github.com:TechEmpower/FrameworkBenchmarks.git,6547,15,2013-03-22T17:33:54Z
Tencent/Shadow,git@github.com:Tencent/Shadow.git,6546,5,2019-06-13T10:50:27Z
Meituan-Dianping/walle,git@github.com:Meituan-Dianping/walle.git,6474,1,2017-01-10T03:39:25Z
zo0r/react-native-push-notification,git@github.com:zo0r/react-native-push-notification.git,6447,35,2015-12-14T19:53:36Z
markzhai/AndroidPerformanceMonitor,git@github.com:markzhai/AndroidPerformanceMonitor.git,6430,0,2016-01-17T05:23:22Z
LSPosed/LSPosed,git@github.com:LSPosed/LSPosed.git,6415,33,2020-12-12T08:39:37Z
apache/jmeter,git@github.com:apache/jmeter.git,6407,0,2010-05-26T23:38:07Z
NanoHttpd/nanohttpd,git@github.com:NanoHttpd/nanohttpd.git,6389,3,2012-08-10T21:52:42Z
apache/storm,git@github.com:apache/storm.git,6383,0,2013-11-05T08:00:14Z
GrenderG/Toasty,git@github.com:GrenderG/Toasty.git,6381,19,2017-01-18T18:52:41Z
zendesk/android-floating-action-button,git@github.com:zendesk/android-floating-action-button.git,6380,0,2014-09-19T06:49:21Z
vinc3m1/RoundedImageView,git@github.com:vinc3m1/RoundedImageView.git,6344,19,2013-02-22T01:17:37Z
koush/ion,git@github.com:koush/ion.git,6303,0,2013-05-22T07:41:23Z
testcontainers/testcontainers-java,git@github.com:testcontainers/testcontainers-java.git,6290,58,2015-04-12T12:44:59Z
zouzg/mybatis-generator-gui,git@github.com:zouzg/mybatis-generator-gui.git,6287,16,2016-05-08T22:39:39Z
react-native-video/react-native-video,git@github.com:react-native-video/react-native-video.git,6281,6,2015-03-31T05:08:38Z
datahub-project/datahub,git@github.com:datahub-project/datahub.git,6277,62,2015-11-18T05:47:40Z
react-native-svg/react-native-svg,git@github.com:react-native-svg/react-native-svg.git,6269,83,2016-01-17T14:29:21Z
karatelabs/karate,git@github.com:karatelabs/karate.git,6261,46,2017-02-07T15:59:17Z
processing/processing,git@github.com:processing/processing.git,6247,48,2013-01-24T21:17:22Z
apache/tomcat,git@github.com:apache/tomcat.git,6242,0,2011-10-01T07:00:19Z
Graylog2/graylog2-server,git@github.com:Graylog2/graylog2-server.git,6235,0,2010-05-17T21:27:02Z
guardianproject/haven,git@github.com:guardianproject/haven.git,6233,37,2017-03-01T03:20:03Z
twowaits/SDE-Interview-Questions,git@github.com:twowaits/SDE-Interview-Questions.git,6189,1,2017-10-25T11:08:52Z
NLPchina/ansj_seg,git@github.com:NLPchina/ansj_seg.git,6189,3,2012-09-05T05:56:24Z
smuyyh/BookReader,git@github.com:smuyyh/BookReader.git,6157,0,2016-08-03T05:17:27Z
ArthurHub/Android-Image-Cropper,git@github.com:ArthurHub/Android-Image-Cropper.git,6150,32,2015-01-15T10:49:37Z
ikew0ng/SwipeBackLayout,git@github.com:ikew0ng/SwipeBackLayout.git,6142,0,2013-08-25T03:36:12Z
bytedeco/javacv,git@github.com:bytedeco/javacv.git,6133,8,2014-04-21T13:50:26Z
real-logic/aeron,git@github.com:real-logic/aeron.git,6129,83,2014-02-07T17:16:58Z
rengwuxian/MaterialEditText,git@github.com:rengwuxian/MaterialEditText.git,6117,19,2014-10-30T10:07:23Z
LawnchairLauncher/lawnchair,git@github.com:LawnchairLauncher/lawnchair.git,6102,25,2017-03-03T13:12:58Z
google/error-prone,git@github.com:google/error-prone.git,6071,23,2014-08-21T23:26:50Z
trinodb/trino,git@github.com:trinodb/trino.git,6044,0,2019-01-19T06:38:14Z
rey5137/material,git@github.com:rey5137/material.git,6042,10,2014-12-09T12:07:32Z
pedrovgs/EffectiveAndroidUI,git@github.com:pedrovgs/EffectiveAndroidUI.git,6038,0,2014-07-04T08:42:20Z
google/physical-web,git@github.com:google/physical-web.git,6030,17,2014-09-30T18:32:14Z
aa112901/remusic,git@github.com:aa112901/remusic.git,6027,0,2016-03-24T06:20:39Z
zfile-dev/zfile,git@github.com:zfile-dev/zfile.git,6021,57,2019-08-19T13:57:56Z
daimajia/NumberProgressBar,git@github.com:daimajia/NumberProgressBar.git,6012,3,2014-05-01T08:54:25Z
pentaho/pentaho-kettle,git@github.com:pentaho/pentaho-kettle.git,6010,1,2013-10-08T18:27:11Z
AsyncHttpClient/async-http-client,git@github.com:AsyncHttpClient/async-http-client.git,5998,0,2011-03-07T13:41:46Z
rest-assured/rest-assured,git@github.com:rest-assured/rest-assured.git,5988,0,2010-10-21T08:35:43Z
sshahine/JFoenix,git@github.com:sshahine/JFoenix.git,5973,0,2015-09-08T14:04:24Z
singwhatiwanna/dynamic-load-apk,git@github.com:singwhatiwanna/dynamic-load-apk.git,5970,0,2014-03-30T11:51:00Z
antoniolg/androidmvp,git@github.com:antoniolg/androidmvp.git,5969,0,2014-04-02T05:42:20Z
ityouknow/spring-cloud-examples,git@github.com:ityouknow/spring-cloud-examples.git,5962,0,2017-04-28T08:48:53Z
rabbitmq/rabbitmq-tutorials,git@github.com:rabbitmq/rabbitmq-tutorials.git,5959,0,2010-09-21T11:41:26Z
awsdocs/aws-doc-sdk-examples,git@github.com:awsdocs/aws-doc-sdk-examples.git,5945,0,2016-08-18T19:06:57Z
wyouflf/xUtils3,git@github.com:wyouflf/xUtils3.git,5939,9,2015-10-28T10:56:04Z
google/j2objc,git@github.com:google/j2objc.git,5893,39,2014-01-30T20:19:56Z
ximsfei/Android-skin-support,git@github.com:ximsfei/Android-skin-support.git,5893,0,2017-01-12T15:03:54Z
wasabeef/richeditor-android,git@github.com:wasabeef/richeditor-android.git,5892,0,2015-03-30T16:19:20Z
mrniko/netty-socketio,git@github.com:mrniko/netty-socketio.git,5883,3,2012-01-12T11:43:49Z
wxiaoqi/Spring-Cloud-Platform,git@github.com:wxiaoqi/Spring-Cloud-Platform.git,5840,3,2017-05-25T10:35:26Z
Alluxio/alluxio,git@github.com:Alluxio/alluxio.git,5835,56,2012-12-21T17:43:46Z
joelittlejohn/jsonschema2pojo,git@github.com:joelittlejohn/jsonschema2pojo.git,5828,59,2013-06-22T22:28:53Z
apache/beam,git@github.com:apache/beam.git,5811,24,2016-02-02T08:00:06Z
prolificinteractive/material-calendarview,git@github.com:prolificinteractive/material-calendarview.git,5804,22,2015-02-09T22:31:56Z
apache/zeppelin,git@github.com:apache/zeppelin.git,5799,0,2015-03-25T07:00:06Z
weibocom/motan,git@github.com:weibocom/motan.git,5793,19,2016-04-20T10:56:17Z
springside/springside4,git@github.com:springside/springside4.git,5767,3,2012-02-23T08:39:03Z
Nightonke/BoomMenu,git@github.com:Nightonke/BoomMenu.git,5767,0,2016-03-19T12:04:12Z
febsteam/FEBS-Shiro,git@github.com:febsteam/FEBS-Shiro.git,5757,0,2018-03-20T02:17:48Z
MindorksOpenSource/from-java-to-kotlin,git@github.com:MindorksOpenSource/from-java-to-kotlin.git,5728,0,2017-05-21T11:56:27Z
MinecraftForge/MinecraftForge,git@github.com:MinecraftForge/MinecraftForge.git,5726,0,2012-01-30T01:35:01Z
lightbend/config,git@github.com:lightbend/config.git,5725,0,2011-12-06T08:02:29Z
Devlight/InfiniteCycleViewPager,git@github.com:Devlight/InfiniteCycleViewPager.git,5716,2,2016-08-22T08:04:39Z
JakeWharton/u2020,git@github.com:JakeWharton/u2020.git,5711,0,2013-11-14T11:58:23Z
JakeWharton/DiskLruCache,git@github.com:JakeWharton/DiskLruCache.git,5700,0,2012-01-05T00:36:34Z
527515025/springBoot,git@github.com:527515025/springBoot.git,5689,0,2016-11-07T02:13:31Z
h2pl/Java-Tutorial,git@github.com:h2pl/Java-Tutorial.git,5688,0,2018-05-01T15:57:21Z
lets-blade/blade,git@github.com:lets-blade/blade.git,5685,9,2015-06-10T03:35:49Z
springfox/springfox,git@github.com:springfox/springfox.git,5683,12,2012-05-06T06:38:57Z
gzu-liyujiang/AndroidPicker,git@github.com:gzu-liyujiang/AndroidPicker.git,5664,52,2015-10-21T14:21:16Z
alibaba/transmittable-thread-local,git@github.com:alibaba/transmittable-thread-local.git,5661,53,2013-10-13T08:48:33Z
liyifeng1994/ssm,git@github.com:liyifeng1994/ssm.git,5655,0,2016-06-18T17:58:56Z
daimajia/AndroidImageSlider,git@github.com:daimajia/AndroidImageSlider.git,5654,5,2014-06-02T06:04:17Z
google/grafika,git@github.com:google/grafika.git,5653,1,2013-12-19T18:36:53Z
frohoff/ysoserial,git@github.com:frohoff/ysoserial.git,5635,1,2015-01-28T07:13:55Z
k0shk0sh/FastHub,git@github.com:k0shk0sh/FastHub.git,5621,63,2017-02-18T17:53:16Z
nhaarman/ListViewAnimations,git@github.com:nhaarman/ListViewAnimations.git,5616,14,2013-03-19T11:59:23Z
yarolegovich/DiscreteScrollView,git@github.com:yarolegovich/DiscreteScrollView.git,5615,2,2017-03-03T23:38:54Z
opensearch-project/OpenSearch,git@github.com:opensearch-project/OpenSearch.git,5606,21,2021-01-29T22:10:00Z
flowable/flowable-engine,git@github.com:flowable/flowable-engine.git,5598,20,2016-10-13T07:21:43Z
dmytrodanylyk/circular-progress-button,git@github.com:dmytrodanylyk/circular-progress-button.git,5595,1,2014-06-07T12:58:48Z
graphql-java/graphql-java,git@github.com:graphql-java/graphql-java.git,5594,46,2015-07-06T06:52:20Z
amlcurran/ShowcaseView,git@github.com:amlcurran/ShowcaseView.git,5594,13,2012-08-14T19:07:36Z
jpush/aurora-imui,git@github.com:jpush/aurora-imui.git,5581,42,2016-12-13T05:24:01Z
haifengl/smile,git@github.com:haifengl/smile.git,5576,22,2014-11-20T16:28:12Z
hongyangAndroid/FlowLayout,git@github.com:hongyangAndroid/FlowLayout.git,5559,0,2015-08-28T09:32:31Z
Meituan-Dianping/Leaf,git@github.com:Meituan-Dianping/Leaf.git,5559,0,2018-12-11T07:41:35Z
JesusFreke/smali,git@github.com:JesusFreke/smali.git,5551,0,2012-09-23T19:51:16Z
mapstruct/mapstruct,git@github.com:mapstruct/mapstruct.git,5541,25,2012-05-28T12:42:42Z
knightliao/disconf,git@github.com:knightliao/disconf.git,5528,12,2014-05-30T09:39:27Z
emilsjolander/StickyListHeaders,git@github.com:emilsjolander/StickyListHeaders.git,5524,16,2012-03-11T18:29:18Z
robolectric/robolectric,git@github.com:robolectric/robolectric.git,5517,85,2010-08-28T00:28:25Z
sockeqwe/mosby,git@github.com:sockeqwe/mosby.git,5495,15,2015-03-25T00:59:19Z
alibaba/freeline,git@github.com:alibaba/freeline.git,5490,22,2016-08-03T17:22:52Z
changmingxie/tcc-transaction,git@github.com:changmingxie/tcc-transaction.git,5480,5,2015-12-05T04:27:53Z
facebookarchive/rebound,git@github.com:facebookarchive/rebound.git,5467,10,2013-10-11T01:12:37Z
micronaut-projects/micronaut-core,git@github.com:micronaut-projects/micronaut-core.git,5456,129,2018-03-07T12:05:08Z
dm77/barcodescanner,git@github.com:dm77/barcodescanner.git,5442,6,2014-02-24T21:14:09Z
amitshekhariitbhu/Fast-Android-Networking,git@github.com:amitshekhariitbhu/Fast-Android-Networking.git,5442,8,2016-03-21T18:35:44Z
hanks-zyh/HTextView,git@github.com:hanks-zyh/HTextView.git,5403,0,2015-12-19T16:34:59Z
jgilfelt/SystemBarTint,git@github.com:jgilfelt/SystemBarTint.git,5389,3,2013-11-17T12:35:05Z
evernote/android-job,git@github.com:evernote/android-job.git,5382,31,2015-08-20T19:36:54Z
junit-team/junit5,git@github.com:junit-team/junit5.git,5366,57,2015-01-11T19:06:10Z
yanzhenjie/SwipeRecyclerView,git@github.com:yanzhenjie/SwipeRecyclerView.git,5341,0,2016-08-03T15:43:34Z
evant/gradle-retrolambda,git@github.com:evant/gradle-retrolambda.git,5340,37,2013-08-05T02:09:58Z
apache/dubbo-spring-boot-project,git@github.com:apache/dubbo-spring-boot-project.git,5331,13,2018-01-18T12:10:50Z
Vedenin/useful-java-links,git@github.com:Vedenin/useful-java-links.git,5312,0,2016-02-13T13:14:52Z
XRecyclerView/XRecyclerView,git@github.com:XRecyclerView/XRecyclerView.git,5311,0,2015-11-18T08:14:22Z
macrozheng/springcloud-learning,git@github.com:macrozheng/springcloud-learning.git,5310,0,2019-09-07T02:36:16Z
commonsguy/cw-omnibus,git@github.com:commonsguy/cw-omnibus.git,5283,36,2012-03-12T14:12:06Z
scribejava/scribejava,git@github.com:scribejava/scribejava.git,5278,7,2010-09-05T19:11:40Z
crazycodeboy/react-native-splash-screen,git@github.com:crazycodeboy/react-native-splash-screen.git,5270,12,2016-09-14T10:43:55Z
yixia/VitamioBundle,git@github.com:yixia/VitamioBundle.git,5270,0,2012-10-19T08:40:49Z
lucasr/twoway-view,git@github.com:lucasr/twoway-view.git,5261,0,2013-01-18T20:55:23Z
wasabeef/Blurry,git@github.com:wasabeef/Blurry.git,5259,0,2015-07-23T14:12:08Z
wuhaoyu1990/MagicCamera,git@github.com:wuhaoyu1990/MagicCamera.git,5251,0,2016-01-08T11:36:56Z
h6ah4i/android-advancedrecyclerview,git@github.com:h6ah4i/android-advancedrecyclerview.git,5229,1,2015-01-24T16:14:39Z
Clans/FloatingActionButton,git@github.com:Clans/FloatingActionButton.git,5222,14,2015-03-21T12:36:16Z
KeepSafe/TapTargetView,git@github.com:KeepSafe/TapTargetView.git,5211,23,2016-09-11T09:07:36Z
Yalantis/Side-Menu.Android,git@github.com:Yalantis/Side-Menu.Android.git,5205,2,2015-01-13T11:11:27Z
xxv/android-lifecycle,git@github.com:xxv/android-lifecycle.git,5204,0,2014-04-18T14:26:22Z
motianhuo/wechat,git@github.com:motianhuo/wechat.git,5202,0,2015-05-25T02:33:37Z
journeyapps/zxing-android-embedded,git@github.com:journeyapps/zxing-android-embedded.git,5199,9,2012-11-28T16:36:39Z
thinkaurelius/titan,git@github.com:thinkaurelius/titan.git,5199,0,2012-02-25T22:53:53Z
square/otto,git@github.com:square/otto.git,5195,0,2012-06-27T19:06:49Z
quartz-scheduler/quartz,git@github.com:quartz-scheduler/quartz.git,5180,2,2016-03-07T14:05:37Z
Karumi/Dexter,git@github.com:Karumi/Dexter.git,5176,33,2015-11-17T13:14:43Z
confluentinc/ksql,git@github.com:confluentinc/ksql.git,5175,8,2016-09-27T21:30:15Z
btraceio/btrace,git@github.com:btraceio/btrace.git,5173,29,2014-08-28T18:58:24Z
raphw/byte-buddy,git@github.com:raphw/byte-buddy.git,5137,252,2013-11-25T19:38:03Z
wiremock/wiremock,git@github.com:wiremock/wiremock.git,5132,4,2011-10-09T20:27:24Z
TommyLemon/Android-ZBLibrary,git@github.com:TommyLemon/Android-ZBLibrary.git,5118,25,2015-08-20T16:03:53Z
getActivity/AndroidProject,git@github.com:getActivity/AndroidProject.git,5103,17,2018-10-23T10:30:55Z
hibernate/hibernate-orm,git@github.com:hibernate/hibernate-orm.git,5080,16,2010-10-04T16:15:52Z
fuzhengwei/itstack-demo-design,git@github.com:fuzhengwei/itstack-demo-design.git,5068,0,2020-05-20T13:45:30Z
jOOQ/jOOQ,git@github.com:jOOQ/jOOQ.git,5068,0,2011-04-17T10:43:33Z
careercup/ctci,git@github.com:careercup/ctci.git,5056,0,2013-03-21T23:01:01Z
ffay/lanproxy,git@github.com:ffay/lanproxy.git,5053,1,2016-11-20T08:12:10Z
alibaba/jvm-sandbox,git@github.com:alibaba/jvm-sandbox.git,5050,12,2017-08-03T02:55:31Z
danikula/AndroidVideoCache,git@github.com:danikula/AndroidVideoCache.git,5036,20,2015-04-01T11:25:52Z
facebook/shimmer-android,git@github.com:facebook/shimmer-android.git,5030,5,2015-02-27T22:25:22Z
frogermcs/InstaMaterial,git@github.com:frogermcs/InstaMaterial.git,5023,1,2014-11-10T18:56:49Z
alibaba/UltraViewPager,git@github.com:alibaba/UltraViewPager.git,5020,10,2017-03-29T13:31:53Z
wequick/Small,git@github.com:wequick/Small.git,5014,25,2015-11-27T11:37:20Z
Trinea/android-common,git@github.com:Trinea/android-common.git,5007,1,2012-06-19T07:49:46Z
AriaLyy/Aria,git@github.com:AriaLyy/Aria.git,4998,26,2016-02-19T02:16:07Z
spring-attic/spring-mvc-showcase,git@github.com:spring-attic/spring-mvc-showcase.git,4989,0,2011-06-03T15:36:55Z
hazelcast/hazelcast,git@github.com:hazelcast/hazelcast.git,4986,173,2012-03-21T12:25:18Z
socketio/socket.io-client-java,git@github.com:socketio/socket.io-client-java.git,4983,5,2013-04-28T17:04:05Z
mybatis/generator,git@github.com:mybatis/generator.git,4976,10,2013-02-10T11:14:50Z
vavr-io/vavr,git@github.com:vavr-io/vavr.git,4972,17,2014-01-30T14:07:25Z
amitshekhariitbhu/RxJava2-Android-Samples,git@github.com:amitshekhariitbhu/RxJava2-Android-Samples.git,4972,0,2016-08-27T08:21:37Z
Nepxion/Discovery,git@github.com:Nepxion/Discovery.git,4963,114,2018-06-21T16:16:49Z
orhanobut/dialogplus,git@github.com:orhanobut/dialogplus.git,4962,9,2014-12-12T09:24:44Z
traex/RippleEffect,git@github.com:traex/RippleEffect.git,4954,0,2014-10-14T13:32:51Z
gephi/gephi,git@github.com:gephi/gephi.git,4945,17,2011-10-22T03:14:46Z
microg/GmsCore,git@github.com:microg/GmsCore.git,4942,26,2014-04-23T19:28:47Z
yipianfengye/android-zxingLibrary,git@github.com:yipianfengye/android-zxingLibrary.git,4940,0,2016-07-26T08:00:18Z
rubensousa/GravitySnapHelper,git@github.com:rubensousa/GravitySnapHelper.git,4934,14,2016-08-31T07:25:23Z
Devlight/NavigationTabBar,git@github.com:Devlight/NavigationTabBar.git,4926,13,2016-03-29T08:59:27Z
auth0/java-jwt,git@github.com:auth0/java-jwt.git,4888,36,2014-03-07T15:06:11Z
Ramotion/folding-cell-android,git@github.com:Ramotion/folding-cell-android.git,4886,0,2016-04-01T11:38:47Z
google/google-authenticator,git@github.com:google/google-authenticator.git,4884,0,2014-10-08T17:54:27Z
alipay/SoloPi,git@github.com:alipay/SoloPi.git,4878,8,2019-03-14T15:32:49Z
didi/KnowStreaming,git@github.com:didi/KnowStreaming.git,4863,14,2020-03-19T05:13:51Z
andkulikov/Transitions-Everywhere,git@github.com:andkulikov/Transitions-Everywhere.git,4861,23,2014-10-15T03:37:03Z
cabaletta/baritone,git@github.com:cabaletta/baritone.git,4859,61,2018-08-01T15:34:21Z
DingMouRen/LayoutManagerGroup,git@github.com:DingMouRen/LayoutManagerGroup.git,4857,0,2018-04-28T11:47:38Z
huangyanbin/smartTable,git@github.com:huangyanbin/smartTable.git,4834,44,2017-11-08T01:11:14Z
claritylab/lucida,git@github.com:claritylab/lucida.git,4817,0,2014-05-13T17:12:49Z
JodaOrg/joda-time,git@github.com:JodaOrg/joda-time.git,4814,38,2011-05-16T16:49:57Z
ElderDrivers/EdXposed,git@github.com:ElderDrivers/EdXposed.git,4812,27,2019-01-18T16:18:19Z
mcxiaoke/packer-ng-plugin,git@github.com:mcxiaoke/packer-ng-plugin.git,4809,1,2015-11-24T04:08:08Z
razerdp/BasePopup,git@github.com:razerdp/BasePopup.git,4806,15,2016-01-15T03:31:07Z
etsy/AndroidStaggeredGrid,git@github.com:etsy/AndroidStaggeredGrid.git,4775,7,2013-12-09T19:43:45Z
baidu/uid-generator,git@github.com:baidu/uid-generator.git,4771,0,2017-03-27T04:03:43Z
hustcc/JS-Sorting-Algorithm,git@github.com:hustcc/JS-Sorting-Algorithm.git,4756,0,2017-01-19T11:36:21Z
google/cameraview,git@github.com:google/cameraview.git,4747,0,2016-08-04T05:22:14Z
Netflix/conductor,git@github.com:Netflix/conductor.git,4743,306,2016-12-07T22:48:42Z
saiwu-bigkoo/Android-ConvenientBanner,git@github.com:saiwu-bigkoo/Android-ConvenientBanner.git,4742,0,2014-12-23T06:12:33Z
OpenTSDB/opentsdb,git@github.com:OpenTSDB/opentsdb.git,4723,26,2010-08-27T02:05:20Z
pardom-zz/ActiveAndroid,git@github.com:pardom-zz/ActiveAndroid.git,4715,0,2012-11-15T18:10:45Z
youlookwhat/CloudReader,git@github.com:youlookwhat/CloudReader.git,4714,25,2016-11-20T11:59:25Z
gabrielemariotti/cardslib,git@github.com:gabrielemariotti/cardslib.git,4713,27,2013-09-20T21:57:19Z
lingochamp/okdownload,git@github.com:lingochamp/okdownload.git,4695,8,2017-12-17T08:21:22Z
Jasonchenlijian/FastBle,git@github.com:Jasonchenlijian/FastBle.git,4692,9,2016-08-23T02:06:33Z
hongyangAndroid/baseAdapter,git@github.com:hongyangAndroid/baseAdapter.git,4691,0,2015-08-03T02:55:51Z
lettuce-io/lettuce-core,git@github.com:lettuce-io/lettuce-core.git,4686,101,2014-05-10T13:08:46Z
wdullaer/MaterialDateTimePicker,git@github.com:wdullaer/MaterialDateTimePicker.git,4647,54,2015-01-03T19:41:03Z
google/google-java-format,git@github.com:google/google-java-format.git,4633,17,2015-05-11T20:38:28Z
apache/hbase,git@github.com:apache/hbase.git,4630,25,2014-05-23T07:00:07Z
kiegroup/drools,git@github.com:kiegroup/drools.git,4629,0,2011-02-18T08:37:05Z
